,loss,val_loss,lr
0,0.020276077091693878,0.011598731391131878,0.009999999776482582
1,0.011951799504458904,0.011287234723567963,0.009999999776482582
2,0.011646668426692486,0.011025458574295044,0.009999999776482582
3,0.011517603881657124,0.010822778567671776,0.009999999776482582
4,0.01140309777110815,0.010933886282145977,0.009999999776482582
5,0.011273232288658619,0.010633581317961216,0.009999999776482582
6,0.011207983829081059,0.010764282196760178,0.009999999776482582
7,0.011064581573009491,0.010613408870995045,0.009999999776482582
8,0.011023376137018204,0.010603588074445724,0.009999999776482582
9,0.010936310514807701,0.010550569742918015,0.009999999776482582
10,0.010731985792517662,0.010357797145843506,0.008999999612569809
11,0.010719320736825466,0.010309584438800812,0.008999999612569809
12,0.010693447664380074,0.010444419458508492,0.008999999612569809
13,0.010660326108336449,0.010414792224764824,0.008999999612569809
14,0.010646629147231579,0.010115629993379116,0.008999999612569809
15,0.010585157200694084,0.010256389155983925,0.008999999612569809
16,0.01052044052630663,0.010135199874639511,0.008999999612569809
17,0.010463116690516472,0.010070303454995155,0.008999999612569809
18,0.0104071581736207,0.01010381430387497,0.008999999612569809
19,0.010345689952373505,0.009866507723927498,0.008999999612569809
20,0.010149076581001282,0.009823708795011044,0.008099999278783798
21,0.01016508974134922,0.009793096221983433,0.008099999278783798
22,0.010129943490028381,0.01001734659075737,0.008099999278783798
23,0.010065584443509579,0.009594934992492199,0.008099999278783798
24,0.01004042848944664,0.009705283679068089,0.008099999278783798
25,0.010026637464761734,0.009767130017280579,0.008099999278783798
26,0.010024983435869217,0.009778850711882114,0.008099999278783798
27,0.010010362602770329,0.00975311640650034,0.008099999278783798
28,0.010008610785007477,0.009692798368632793,0.008099999278783798
29,0.009993571788072586,0.00965243112295866,0.008099999278783798
30,0.009861091151833534,0.009620441123843193,0.007289999630302191
31,0.009871958754956722,0.009580102749168873,0.007289999630302191
32,0.009863363578915596,0.009520765393972397,0.007289999630302191
33,0.009864628314971924,0.009625495411455631,0.007289999630302191
34,0.009825113229453564,0.009496907703578472,0.007289999630302191
35,0.009833588264882565,0.00969849992543459,0.007289999630302191
36,0.00983443297445774,0.00943894125521183,0.007289999630302191
37,0.009817332960665226,0.009495757520198822,0.007289999630302191
38,0.009807705879211426,0.009399698115885258,0.007289999630302191
39,0.00976546760648489,0.009473918937146664,0.007289999630302191
40,0.009610328823328018,0.009354373440146446,0.006560998503118753
41,0.00958314724266529,0.00925380177795887,0.006560998503118753
42,0.009574158117175102,0.009254065342247486,0.006560998503118753
43,0.009574096649885178,0.00928109884262085,0.006560998503118753
44,0.009582112543284893,0.009270853362977505,0.006560998503118753
45,0.009586363099515438,0.009325500577688217,0.006560998503118753
46,0.00957029964774847,0.00937920156866312,0.006560998503118753
47,0.009574081748723984,0.009348690509796143,0.006560998503118753
48,0.00956596340984106,0.009441404603421688,0.006560998503118753
49,0.009579936042428017,0.009280583821237087,0.006560998503118753
50,0.009446680545806885,0.00929112359881401,0.005904898978769779
51,0.009471217170357704,0.009172813035547733,0.005904898978769779
52,0.009455010294914246,0.009194852784276009,0.005904898978769779
53,0.009454662911593914,0.009238019585609436,0.005904898978769779
54,0.009448920376598835,0.009125884622335434,0.005904898978769779
55,0.009462744928896427,0.009125074371695518,0.005904898978769779
56,0.009456581436097622,0.00908445380628109,0.005904898978769779
57,0.009437515400350094,0.009100793860852718,0.005904898978769779
58,0.009421039372682571,0.009256516583263874,0.005904898978769779
59,0.009424561634659767,0.009190748445689678,0.005904898978769779
60,0.0093233035877347,0.009073437191545963,0.0053144097328186035
61,0.009324767626821995,0.009138965979218483,0.0053144097328186035
62,0.009335719048976898,0.009056962095201015,0.0053144097328186035
63,0.009327596053481102,0.009074203670024872,0.0053144097328186035
64,0.00932842493057251,0.009090050123631954,0.0053144097328186035
65,0.00932422187179327,0.008973970077931881,0.0053144097328186035
66,0.009319702163338661,0.009070946834981441,0.0053144097328186035
67,0.009323767386376858,0.00909320916980505,0.0053144097328186035
68,0.009322106838226318,0.008995838463306427,0.0053144097328186035
69,0.00932850781828165,0.008946126326918602,0.0053144097328186035
70,0.009231588803231716,0.008982528932392597,0.004782968200743198
71,0.009235680103302002,0.008954965509474277,0.004782968200743198
72,0.009238192811608315,0.009007012471556664,0.004782968200743198
73,0.009234697557985783,0.00897388719022274,0.004782968200743198
74,0.00923914834856987,0.008889096789062023,0.004782968200743198
75,0.009236279875040054,0.009019048884510994,0.004782968200743198
76,0.009238899685442448,0.00898666586726904,0.004782968200743198
77,0.009231328964233398,0.008914288133382797,0.004782968200743198
78,0.009225272573530674,0.009019896388053894,0.004782968200743198
79,0.009241588413715363,0.008990559726953506,0.004782968200743198
80,0.00915641337633133,0.008744005113840103,0.004304670728743076
81,0.009151310659945011,0.008798438124358654,0.004304670728743076
82,0.009152073413133621,0.008919323794543743,0.004304670728743076
83,0.00915471464395523,0.008883712813258171,0.004304670728743076
84,0.009152055718004704,0.008855385705828667,0.004304670728743076
85,0.009153648279607296,0.008881003595888615,0.004304670728743076
86,0.009152928367257118,0.008814092725515366,0.004304670728743076
87,0.00914709735661745,0.008857887238264084,0.004304670728743076
88,0.009152230806648731,0.008977816440165043,0.004304670728743076
89,0.009145106188952923,0.00885084643959999,0.004304670728743076
90,0.009069979190826416,0.008758793585002422,0.0038742038886994123
91,0.009072117507457733,0.008760608732700348,0.0038742038886994123
92,0.009078914299607277,0.008774190209805965,0.0038742038886994123
93,0.009075676091015339,0.008810002356767654,0.0038742038886994123
94,0.009063071571290493,0.008767430670559406,0.0038742038886994123
95,0.009032674133777618,0.008765516802668571,0.0038742038886994123
96,0.009024683386087418,0.008746250532567501,0.0038742038886994123
97,0.009024804458022118,0.008696778677403927,0.0038742038886994123
98,0.009024832397699356,0.008731994777917862,0.0038742038886994123
99,0.009020653553307056,0.00869559682905674,0.0038742038886994123
